id,title,assignee,inventor,priority,filing,publicationdate,grantdate,resultlink,url,
CN-110959011-B,"Conjugate, preparation method and application thereof ",苏州瑞博生物技术股份有限公司,"张鸿雁, 杨志伟, 曹力强, 万良谊",2017-12-29,2018-11-29,2023-03-28,2023-03-28,https://patents.google.com/patent/CN110959011B/en,https://patentimages.storage.googleapis.com/e0/77/e3/9391031ef56316/HDA0002378237040000011.png,
JP-6259855-B2,Inhibitors of influenza virus replication ,"バーテックス ファーマシューティカルズ インコーポレイテッドＶｅｒｔｅｘ Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ Ｉｎｃｏｒｐｏｒａｔｅｄ, バーテックス  ファーマシューティカルズ  インコーポレイテッド","エス． チャリフソン ポール, エス．  チャリフソン ポール, ピー． クラーク マイケル, ピー．  クラーク マイケル, ケー． バンダレージ ユプル, ケー．  バンダレージ ユプル, エス． ベシエル ランディー, エス．  ベシエル ランディー, ジェイ． ボイド マイケル, ジェイ．  ボイド マイケル, デービーズ イオアナ, デービーズ イオアナ, ホンボ デン, ホンボ デン, ジョン　ピー．　ダフィー, ピー．  ダフィー ジョン, ジェイ． ファーマー ルーク, ジェイ．  ファーマー ルーク, ファイ ガオ, ファイ ガオ, ウェンシン グ, ウェンシン グ, エム． ケネディー ジョセフ, エム．  ケネディー ジョセフ, レッドフォード ブライアン, レッドフォード ブライアン, ダブリュー． レデボア マーク, ダブリュー．  レデボア マーク, マルタイス フランソワ, マルタイス フランソワ, ペローラ エマニュエル, ペローラ エマニュエル, ワン ティアンシェン, ワン ティアンシェン",2011-08-01,2016-04-06,2018-01-10,2018-01-10,https://patents.google.com/patent/JP6259855B2/en,,
JP-7247091-B2,Combination therapy with anti-CD20/anti-CD3 bispecific antibody and 4-1BB (CD137) agonist ,エフ・ホフマン－ラ・ロシュ・アクチェンゲゼルシャフト,"マリーナ バカック，, コラー， クラウディア フェッラーラ, クリスティアン クライン，, マリオ ペロ，, ヨハネス サム，, パブロ ウマーニャ，, ウェイ シュイ，",2016-12-20,2017-12-18,2023-03-28,2023-03-28,https://patents.google.com/patent/JP7247091B2/en,https://patentimages.storage.googleapis.com/b5/7c/c6/215047d026c112/0007247091000033.png,
US-11459300-B2,Deuterated compounds and uses thereof ,"Aldeyra Therapeutics, Inc.","Todd BRADY, Scott Young, William A. Kinney, Susan Macdonald",2015-08-21,2021-05-19,2022-10-04,2022-10-04,https://patents.google.com/patent/US11459300B2/en,https://patentimages.storage.googleapis.com/db/9f/38/d1609f3f3156fd/US11459300-20221004-D00001.png,
US-9931323-B2,Cyclic ether pyrazol-4-yl-heterocyclyl-carboxamide compounds and methods of use ,"Genentech, Inc.","Jason Burch, Minghua Sun, Xiaojing Wang, Wesley Blackaby, Alastair James Hodges, Andrew Sharpe",2012-09-26,2016-03-30,2018-04-03,2018-04-03,https://patents.google.com/patent/US9931323B2/en,https://patentimages.storage.googleapis.com/99/1e/1e/0bd85fe4baa2cc/US09931323-20180403-D00001.png,
EP-3554506-B1,Bycyclic heteroaryl derivatives as cftr potentiators ,Cystic Fibrosis Foundation,"Joseph Walter Strohbach, David Christopher Limburg, John Paul Mathias, Atli Thorarensen, James John MOUSSEAU, Rajiah Aldrin DENNY, Christoph Wolfgang Zapf, Ivan Viktorovich Efremov",2016-12-16,2017-12-14,2021-04-28,2021-04-28,https://patents.google.com/patent/EP3554506B1/en,,
US-10336744-B2,1AP E3 ligase directed proteolysis targeting chimeric molecules ,Glaxosmithkline Intellectual Property Development Limited,"John David Harling, Ian Edward David Smith",2015-04-22,2016-04-20,2019-07-02,2019-07-02,https://patents.google.com/patent/US10336744B2/en,,
US-9983218-B2,Indole and indoline derivatives and methods of use thereof ,Abbvie Inc.,"Michael R. Schrimpf, Chih-Hung Lee, Tao Li, Gregory Gfesser, Kathleen Mortell, Ramin Faghih, Diana L. Schmidt, Kevin Sippy, William H. Bunnelle, Marc Scanio, Lei Shi, Murali Gopalakrishnan, Diana L. Donnelly-Roberts, Min Hu",2008-09-29,2017-03-09,2018-05-29,2018-05-29,https://patents.google.com/patent/US9983218B2/en,https://patentimages.storage.googleapis.com/27/02/8a/29522b8da2e923/US09983218-20180529-D00001.png,
US-10093684-B2,"Substituted imidazo[1,2-a]pyrazines as Syk inhibitors ","Gilead Connecticut, Inc.","Peter A. Blomgren, Kevin S. Currie, Jeffrey E. Kropf, Seung H. Lee, Scott A. Mitchell, Douglas G. Stafford, Jianjun Xu",2008-12-08,2017-01-11,2018-10-09,2018-10-09,https://patents.google.com/patent/US10093684B2/en,,
US-9932349-B2,"8-carboxamido-2,6-methano-3-benzazocines ",Rensselaer Polytechnic Institute,Mark P. Wentland,2000-10-31,2016-09-09,2018-04-03,2018-04-03,https://patents.google.com/patent/US9932349B2/en,,
JP-7125400-B2,Combination therapy with targeted 4-1BB (CD137) agonists ,エフ・ホフマン－ラ・ロシュ・アクチェンゲゼルシャフト,"マリーナ バカック，, クリスティーナ クラウス，, コラー， クラウディア フェッラーラ, クリスティアン クライン，, ザビーネ ラング，, ヴィクトル レヴィツキー，, パブロ ウマーニャ，",2016-12-19,2017-12-18,2022-08-24,2022-08-24,https://patents.google.com/patent/JP7125400B2/en,https://patentimages.storage.googleapis.com/23/72/8e/2a11d0ca2ec69c/0007125400000070.png,
EP-3152331-B1,"Method for identification and enumeration of nucleic acid sequence, expression, copy, or dna methylation changes, using combined nuclease, ligase, polymerase, and sequencing reactions ",Cornell University,"Francis Barany, John William EFCAVITCH",2014-06-06,2015-06-08,2019-08-07,2019-08-07,https://patents.google.com/patent/EP3152331B1/en,https://patentimages.storage.googleapis.com/7f/97/ef/830dffcd452c99/imgf0001.png,
US-2018000962-A1,Cysteine engineered antibodies and conjugates ,"Genentech, Inc.","Charles W. Eigenbrot, Jr., Jagath Reddy Junutula, Henry Lowman, Helga E. Raab, Richard Vandlen",2004-09-23,2017-05-10,2018-01-04,,https://patents.google.com/patent/US20180000962A1/en,https://patentimages.storage.googleapis.com/cc/55/58/4042b29f2c1099/US20180000962A1-20180104-D00001.png,
US-11084793-B2,Inhibitors of lysine specific demethylase-1 ,"Celgene Quanticel Research, Inc.","Young K. Chen, Toufike Kanouni, Stephen W. Kaldor, Jeffrey Alan Stafford, James Marvin Veal",2014-05-01,2020-04-06,2021-08-10,2021-08-10,https://patents.google.com/patent/US11084793B2/en,,
US-2020010832-A1,Neuroprotective molecules and methods of treating neurological disorders and inducing stress granules ,"The Brigham And Women`S Hospital, Inc.","Paul Anderson, Pavel Ivanov, Mohammed Emara",2010-07-08,2019-09-20,2020-01-09,,https://patents.google.com/patent/US20200010832A1/en,https://patentimages.storage.googleapis.com/3f/9d/a2/038de1df56f67e/US20200010832A1-20200109-D00001.png,
US-2022218573-A1,Cosmetic compositions ,Mary Kay Inc.,"Tiffany Florence, Michelle Hines, David Gan",2011-05-10,2022-04-01,2022-07-14,,https://patents.google.com/patent/US20220218573A1/en,https://patentimages.storage.googleapis.com/ab/9e/7b/c550112f6683d7/US20220218573A1-20220714-D00001.png,
US-10842733-B2,Multi-purpose cosmetic compositions ,Mary Kay Inc.,"Tiffany Florence, Michelle Hines, David Gan",2010-12-30,2018-09-28,2020-11-24,2020-11-24,https://patents.google.com/patent/US10842733B2/en,,
US-11679284-B2,Skin care formulations ,Mary Kay Inc.,"Dawn Burke-Colvin, Michelle Hines, David Gan",2009-08-28,2022-06-09,2023-06-20,2023-06-20,https://patents.google.com/patent/US11679284B2/en,,
US-11179305-B2,Topical compositions ,Mary Kay Inc.,"Tiffany Carle, Michael Frushour, David Gan, Geetha KALAHASTI, Patricia Jacoby",2015-08-10,2020-06-10,2021-11-23,2021-11-23,https://patents.google.com/patent/US11179305B2/en,,
US-11547733-B2,Cosmetic compositions ,Mary Kay Inc.,Tiffany Florence,2013-03-14,2020-10-21,2023-01-10,2023-01-10,https://patents.google.com/patent/US11547733B2/en,,
US-2021246431-A1,Human Betacoronavirus Lineage C and Identification of N-Terminal Dipeptidyl Peptidase As Its Virus Receptor ,"Erasmus University Medical Center Rotterdam, Dr. Soliman Fakeeh Hospital","Bartholomeus Leonardus Haagmans, Theodorus Marinus Bestebroer, Sander van Boheemen, Ronaldus Adrianus Maria Fouchier, Albertus Dominicus Marcellinus Erasmus Osterhaus, Ali Moh Zaki, Victor Stalin Raj, Berend Jan Bosch",2012-09-23,2020-09-21,2021-08-12,,https://patents.google.com/patent/US20210246431A1/en,https://patentimages.storage.googleapis.com/cd/26/16/e9e1cf4020ec8d/US20210246431A1-20210812-D00001.png,
US-9221918-B2,Antigen binding polypeptides ,Argen-X B.V.,"Torsten Dreier, Christophe Frederic Jerome Blanchetot, Johannes Joseph Wilhelmus de Haard",2008-07-02,2015-01-28,2015-12-29,2015-12-29,https://patents.google.com/patent/US9221918B2/en,https://patentimages.storage.googleapis.com/9c/d5/09/f42db17c3988c4/US09221918-20151229-D00001.png,
US-11331262-B2,Topical skin care formulations comprising botanical extracts ,Mary Kay Inc.,"Tiffany Carle, David Gan, Michelle Hines",2009-08-14,2020-01-09,2022-05-17,2022-05-17,https://patents.google.com/patent/US11331262B2/en,,
US-10100046-B2,Inhibitors of lysine specific demethylase-1 ,"Celgene Quanticel Research, Inc.","Young K. Chen, Toufike Kanouni, Zhe Nie, Jeffrey Alan Stafford, James Marvin Veal",2014-07-03,2018-01-10,2018-10-16,2018-10-16,https://patents.google.com/patent/US10100046B2/en,,
US-10385051-B2,Inhibitors of lysine specific demethylase-1 ,"Celgene Quanticel Research, Inc.","Young K. Chen, Toufike Kanouni, Stephen W. Kaldor, Jeffrey Alan Stafford, James Marvin Veal",2013-12-11,2018-10-22,2019-08-20,2019-08-20,https://patents.google.com/patent/US10385051B2/en,,
US-10864202-B2,Inhibitors of lysine specific demethylase-1 ,"Celgene Quanticel Research, Inc.","Young K. Chen, Toufike Kanouni, Jeffrey Alan Stafford, James Marvin Veal",2014-09-05,2019-12-05,2020-12-15,2020-12-15,https://patents.google.com/patent/US10864202B2/en,,
US-11253460-B2,Cosmetic compositions ,Mary Kay Inc.,"Ricky Mendoza, Barbara Durkee, Greg Norman, Geetha KALAHASTI",2013-10-29,2020-05-05,2022-02-22,2022-02-22,https://patents.google.com/patent/US11253460B2/en,,
US-11028066-B2,Inhibitors of lysine specific demethylase-1 ,"Celgene Quanticel Research, Inc.","Young Chen, Toufike Kanouni, Jeffrey Alan Stafford, James Veal",2014-06-27,2020-02-03,2021-06-08,2021-06-08,https://patents.google.com/patent/US11028066B2/en,,
EP-3452591-B1,Macromolecule analysis employing nucleic acid encoding ,"Encodia, Inc.","Mark Chee, Kevin Gunderson, Michael Phillip Weiner",2016-05-02,2017-05-02,2023-08-16,2023-08-16,https://patents.google.com/patent/EP3452591B1/en,https://patentimages.storage.googleapis.com/b2/ce/01/be20ae692c120f/imgf0001.png,
JP-6986016-B2,Purification of stem cell-derived retinal pigment epithelium using MACS ,フジフィルム セルラー ダイナミクス，インコーポレイテッド,"ネイサン メイヤー, ルーカス チェース, ケイシー スタンケウィクツ",2015-09-08,2016-09-07,2021-12-22,2021-12-22,https://patents.google.com/patent/JP6986016B2/en,https://patentimages.storage.googleapis.com/99/d3/3d/35a48bdc43ba9b/0006986016-14.png,
US-9758514-B2,Modulators of calcium release-activated calcium channel ,Rhizen Pharmaceuticals Sa,"Meyyappan Muthuppalaniappan, Srikant Viswanadha, Gayatri S. Merikapudi, Swaroop K. VAKKALANKA",2009-10-08,2014-11-12,2017-09-12,2017-09-12,https://patents.google.com/patent/US9758514B2/en,,
US-2022227732-A1,Pyridine carboxamide compounds for inhibiting nav1.8 ,"Lieber Institute, Inc.","Michael Poslusney, Glen Ernst, James Barrow, Yifang Huang",2018-07-09,2019-07-09,2022-07-21,,https://patents.google.com/patent/US20220227732A1/en,https://patentimages.storage.googleapis.com/5e/8c/92/a0db90fe66280d/US20220227732A1-20220721-D00001.png,
US-10900068-B2,Methods and systems for solution based sequence enrichment ,"Roche Sequencing Solutions, Inc.","Matthew Rodesch, Thomas Albert",2007-10-23,2017-09-15,2021-01-26,2021-01-26,https://patents.google.com/patent/US10900068B2/en,https://patentimages.storage.googleapis.com/4e/ec/97/13d80551ef7a40/US10900068-20210126-D00001.png,
US-10647971-B2,Glycoside hydrolases from thermophlic fungi ,Novozymes A/S,"Lene Lange, Peter K. Busk",2011-01-26,2019-02-21,2020-05-12,2020-05-12,https://patents.google.com/patent/US10647971B2/en,,
CN-108051534-B,A kind of method of the 132 kinds of chemicals illegally added in rapid screening Chinese patent drug and health care product ,"中山大学, 广东省药品检验所（广东省药品质量研究所、广东省口岸药品检验所）","庄玥, 罗卓雅, 刘亚雄",2017-11-20,2017-11-20,2019-10-18,2019-10-18,https://patents.google.com/patent/CN108051534B/en,,
US-2019336615-A1,Tumor targeting conjugates and methods of use thereof ,"Silverback Therapeutics, Inc.","Peter Armstrong Thompson, Philip Huat Seng Tan, Peter Robert Baum, Robert Finley Dubose, Craig Alan COBURN, Sean Wesley Smith",2017-01-27,2018-01-26,2019-11-07,,https://patents.google.com/patent/US20190336615A1/en,https://patentimages.storage.googleapis.com/f5/4f/87/dc78760182005a/US20190336615A1-20191107-D00000.png,
US-2021115109-A1,Conjugates and methods of use thereof for selective delivery of immune-modulatory agents ,"Silverback Therapeutics, Inc.","Peter Armstrong Thompson, Robert Finley Dubose, Peter Robert Baum, Valerie Odegard",2017-10-24,2020-04-23,2021-04-22,,https://patents.google.com/patent/US20210115109A1/en,https://patentimages.storage.googleapis.com/41/19/c5/3acc8dc393c728/US20210115109A1-20210422-D00000.png,
US-10808223-B2,Methods and compositions for feeder-free pluripotent stem cell media containing human serum ,"Viacyte, Inc.","Allan J Robins, Thomas C Schulz",2007-10-19,2019-04-01,2020-10-20,2020-10-20,https://patents.google.com/patent/US10808223B2/en,https://patentimages.storage.googleapis.com/b1/9f/1e/96d280d403895d/US10808223-20201020-D00001.png,
JP-6063494-B2,Antibodies and their uses ,学校法人藤田学園,"篤 杉岡, 篤 杉岡, 仁 黒澤, 仁 黒澤, 万里子 住友, 万里子 住友, 良和 黒澤, 良和 黒澤",2006-07-10,2015-02-02,2017-01-18,2017-01-18,https://patents.google.com/patent/JP6063494B2/en,https://patentimages.storage.googleapis.com/83/8e/92/127eac99371c30/0006063494-5.png,
US-10934322-B2,"B-vitamin and amino acid conjugates of nicotinoyl ribosides and reduced nicotinoyl ribosides, derivatives thereof, and methods of preparation thereof ","ChromaDex Inc., The Queen's University Of Belfast","Marie Eugenie Migaud, Philip REDPATH, Kerri CROSSEY, Richard Cunningham, Ryan Dellinger, Troy Rhonemus, Sylesh Venkataraman, Brian Nettles",2016-03-16,2018-05-11,2021-03-02,2021-03-02,https://patents.google.com/patent/US10934322B2/en,,
US-2021309734-A1,Antibody molecules which bind il-17a and il-17f ,UCB Biopharma SRL,"Ralph Adams, Terence Seward Baker, Alastair David Griffiths Lawson",2011-01-14,2020-12-15,2021-10-07,,https://patents.google.com/patent/US20210309734A1/en,https://patentimages.storage.googleapis.com/32/eb/1f/e53f01ddeb1e15/US20210309734A1-20211007-D00001.png,
US-2020225128-A1,Simple fixation and stablisation ,Rnassist Ltd.,"Andrew Simon Goldsborough, Malcom Robert Bates",2013-03-01,2020-01-17,2020-07-16,,https://patents.google.com/patent/US20200225128A1/en,https://patentimages.storage.googleapis.com/c8/37/94/0370a4e8e845ec/US20200225128A1-20200716-D00001.png,
US-11565000-B2,Adeno-associated virus virions with variant capsid and methods of use thereof ,"The Regents Of The University Of California, The Trustees Of The University Of Pennsylvania","David V. Schaffer, John G. Flannery, William A. Beltran, Leah C. Byrne, Meike Visel",2016-07-29,2022-06-16,2023-01-31,2023-01-31,https://patents.google.com/patent/US11565000B2/en,https://patentimages.storage.googleapis.com/69/0a/6c/3a134feccbd333/US11565000-20230131-D00000.png,
US-10993967-B2,Combinatorial cancer immunotherapy ,"Senti Biosciences, Inc.","Timothy Kuan-Ta Lu, Russell Morrison Gordley, Jack Tzu-Chiao Lin, Brian Scott Garrison, Philip Janmin Lee, Alba Gonzalez-Junca, Don-Hong Wang, Daniel Frimannsson",2018-10-17,2019-10-17,2021-05-04,2021-05-04,https://patents.google.com/patent/US10993967B2/en,https://patentimages.storage.googleapis.com/55/82/26/61077638840ba1/US10993967-20210504-D00001.png,
US-2020080108-A1,Crispr/cas9-based compositions and methods for treating retinal degenerations ,The Johns Hopkins University,"Vinod Jaskula-Ranga, Donald Zack, Fred BUNZ, Derek Welsbie",2016-07-05,2017-07-05,2020-03-12,,https://patents.google.com/patent/US20200080108A1/en,https://patentimages.storage.googleapis.com/92/19/5a/097361132ea322/US20200080108A1-20200312-D00000.png,
US-2017326207-A1,Thymosin Beta 4 Promotes Wound Repair ,"Regenerx Biopharmaceuticals, Inc.","Hynda K. Kleinman, Allan L. Goldstein, Katherine M. Malinda, Gabriel Sosne",1998-07-30,2017-05-12,2017-11-16,,https://patents.google.com/patent/US20170326207A1/en,https://patentimages.storage.googleapis.com/db/a2/74/609be9ba9c61f6/US20170326207A1-20171116-D00001.png,
US-9388426-B2,Methods and compositions for inactivating glutamine synthetase gene expression ,"Sangamo Biosciences, Inc.","Pei-Qi Liu, Jeffrey C. Miller",2008-10-29,2014-11-24,2016-07-12,2016-07-12,https://patents.google.com/patent/US9388426B2/en,https://patentimages.storage.googleapis.com/b8/9b/be/7f11220fffdc98/US09388426-20160712-D00001.png,
JP-7118901-B2,Automated cell processing system and method ,ジェネシス テクノロジーズ リミティド,アルフォース ジャン－エリック,2016-06-20,2017-06-20,2022-08-16,2022-08-16,https://patents.google.com/patent/JP7118901B2/en,https://patentimages.storage.googleapis.com/81/96/61/ab5c9695bd7b05/0007118901000001.png,
US-10836830-B2,Antibodies and methods of use thereof ,"Agenus Inc., Memorial Sloan-Kettering Cancer Center, Ludwig Institute For Cancer Research Ltd.","Nicholas S. Wilson, Jeremy D. WAIGHT, Gerd Ritter, David Schaer, Daniel Hirschhorn-Cymerman, Taha Merghoub, Ekaterina V. Breous-Nystrom, Volker Seibert, Takemasa TSUJI, Olivier Léger, Dennis J. Underwood, Marc van Dijk",2015-12-02,2020-06-19,2020-11-17,2020-11-17,https://patents.google.com/patent/US10836830B2/en,https://patentimages.storage.googleapis.com/b0/53/af/5643cd0423afaa/US10836830-20201117-D00001.png,
US-2022273650-A1,Treatment of cancer with tor kinase inhibitors ,"Signal Pharmaceuticals, Llc","Shuichan Xu, Kristen Mae Hege, Antonia Lopez-Girona, Heather Raymon, Rama K. Narla, Rajesh Chopra",2011-10-19,2021-10-07,2022-09-01,,https://patents.google.com/patent/US20220273650A1/en,https://patentimages.storage.googleapis.com/2c/a9/69/5fe397e8f35470/US20220273650A1-20220901-D00001.png,
US-10207315-B2,"Systems, devices, and/or methods for manufacturing castings ",United Technologies Corporation,"Michael P. Appleby, Iain Fraser, John Paulus",2008-09-26,2015-11-09,2019-02-19,2019-02-19,https://patents.google.com/patent/US10207315B2/en,https://patentimages.storage.googleapis.com/90/74/1d/9e14c605e820fa/US10207315-20190219-D00000.png,
JP-7016800-B2,Transcriptome analysis method for single cells ,ハイファイバイオ,"アナベル パトリシア ヴェロニク ジェラール, ケヴィン アルマン グロッスラン, アデリーヌ フレデリック ジョエル ポワトゥー, サミー エルーズ, ヤニック ミッシェル ルイ プッス, マルセル ライヒェン, アラン ジェンセン, コリン ブレナン",2015-12-08,2016-12-08,2022-02-07,2022-02-07,https://patents.google.com/patent/JP7016800B2/en,https://patentimages.storage.googleapis.com/bd/08/34/d7ad0ddec4a1b0/0007016800000038.png,
US-11059795-B2,Androgen receptor modulators and methods for their use ,"Essa Pharma, Inc., The University Of British Columbia, Provincial Health Services Authority","Han-Jie Zhou, Peter VIRSIK, Raymond John Andersen, Marianne Dorothy Sadar",2018-10-18,2020-04-20,2021-07-13,2021-07-13,https://patents.google.com/patent/US11059795B2/en,https://patentimages.storage.googleapis.com/3a/12/f2/024be26977f8f1/US11059795-20210713-D00001.png,
CN-108885210-B,Detection of exosomes with surface markers ,纳诺韦尔生物科学有限公司,"G·达布勒, D·S·弗雷德曼",2016-02-05,2017-02-03,2022-07-19,2022-07-19,https://patents.google.com/patent/CN108885210B/en,https://patentimages.storage.googleapis.com/bf/66/e3/d7eb268ed674a8/HDA0003614376500000011.png,
US-9458517-B2,Adeno-associated virus virions with variant capsid and methods of use thereof ,The Regents Of The University Of California,"David V. Schaffer, Ryan R. Klimczak, James T. Koerber, John G. Flannery, Deniz Dalkara Mourot, Meike Visel, Leah C. T. Byrne",2011-04-22,2015-04-30,2016-10-04,2016-10-04,https://patents.google.com/patent/US9458517B2/en,https://patentimages.storage.googleapis.com/b9/a3/56/1ca281eeb24249/US09458517-20161004-D00001.png,
US-9778155-B2,Methods for phenotyping of intact whole tissues ,California Institute Of Technology,"Viviana Gradinaru, Bin Yang",2013-09-20,2015-11-04,2017-10-03,2017-10-03,https://patents.google.com/patent/US9778155B2/en,https://patentimages.storage.googleapis.com/e4/e5/51/182887cc858b91/US09778155-20171003-D00001.png,
US-10006921-B2,Markers of the male urogenital tract ,Sinai Health System,"Keith Jarvi, Eleftherios P. Diamandis, Andrei Drabovich",2010-08-16,2016-11-23,2018-06-26,2018-06-26,https://patents.google.com/patent/US10006921B2/en,https://patentimages.storage.googleapis.com/00/c1/df/2f04150207a3ca/US10006921-20180626-D00001.png,
US-10072243-B2,Derivation of embryonic stem cells and embryo-derived cells ,Astellas Institute For Regenerative Medicine,"Young Gie Chung, Robert P. Lanza, Irina V. Klimanskaya",2004-11-04,2017-03-02,2018-09-11,2018-09-11,https://patents.google.com/patent/US10072243B2/en,https://patentimages.storage.googleapis.com/10/02/0a/c0c47d5008fc22/US10072243-20180911-D00001.png,
JP-6182172-B2,Dual delivery system for xenoantigens ,"アドバクシス インコーポレイテッド, アドバクシス  インコーポレイテッド","マシアグ、パウロ, ウォレーシャ、アヌ, シャハビ、ヴァファ",2008-05-19,2015-03-30,2017-08-16,2017-08-16,https://patents.google.com/patent/JP6182172B2/en,https://patentimages.storage.googleapis.com/56/48/f2/3f0b8ff6ad6c0c/0006182172-4.png,
US-9449802-B2,Mass spectrometry with selective ion filtration by digital thresholding ,"Ibis Biosciences, Inc.","Steven A. Hofstadler, Jared J. Drader, Amy L. Schink",2004-05-24,2015-03-23,2016-09-20,2016-09-20,https://patents.google.com/patent/US9449802B2/en,https://patentimages.storage.googleapis.com/b4/32/2f/1d35757262090f/US09449802-20160920-D00000.png,
CN-110041390-B,"Method for synthesizing On-DNA 1,2, 3-triazole compound in DNA coding compound library ",上海药明康德新药开发有限公司,"吴阿亮, 张朝欣, 曲毅, 徐艳芬, 裴增飞, 陈雯婷, 李科, 蒯乐天, 杨洪芳, 彭宣嘉",2019-04-26,2019-04-26,2022-05-27,2022-05-27,https://patents.google.com/patent/CN110041390B/en,https://patentimages.storage.googleapis.com/9c/37/2a/a2aac722cd9ce1/HDA0002041382760000011.png,
CN-109381749-B,"Bone tissue repair ink, composition, scaffold, preparation method and kit ",杭州捷诺飞生物科技股份有限公司,"徐铭恩, 王玲",2018-10-23,2018-10-23,2021-11-05,2021-11-05,https://patents.google.com/patent/CN109381749B/en,https://patentimages.storage.googleapis.com/13/6d/30/e5f519f4cee93e/HDA0001838685370000011.png,
CN-107012250-B,Analysis method and application of genome DNA fragment editing accuracy suitable for CRISPR/Cas9 system ,上海交通大学,"吴强, 李金环, 寿佳",2017-05-16,2017-05-16,2021-01-29,2021-01-29,https://patents.google.com/patent/CN107012250B/en,https://patentimages.storage.googleapis.com/ff/b9/cf/29a52c43020126/HDA0001296125700000011.png,
CN-109456368-B,Alkaline buffer solution for constructing DNA coding compound library and application thereof ,"上海药明康德新药开发有限公司, 无锡生基医药科技有限公司","吴阿亮, 张朝欣, 曲毅, 胡雨睛, 徐艳芬, 张在红, 李科, 裴增飞, 陈雯婷, 蒯乐天, 杨洪芳, 彭宣嘉",2018-10-11,2018-10-11,2021-05-11,2021-05-11,https://patents.google.com/patent/CN109456368B/en,https://patentimages.storage.googleapis.com/d4/c8/c6/586e874193b8a1/HDA0001825045260000011.png,
US-11685916-B2,"Systems, methods, and compositions for targeted nucleic acid editing ","The Broad Institute, Inc., Massachusetts Institute Of Technology, President And Fellows Of Harvard College","Feng Zhang, Jonathan Gootenberg, David Benjamin Turitz COX, Omar Abudayyeh, Soumya Kannan",2017-09-21,2020-05-13,2023-06-27,2023-06-27,https://patents.google.com/patent/US11685916B2/en,https://patentimages.storage.googleapis.com/36/3d/92/650cd0be8f97fa/US11685916-20230627-D00001.png,
US-9683197-B2,Dynamic and switchable slippery surfaces ,President And Fellows Of Harvard College,"Joanna Aizenberg, Benjamin Hatton, Xi Yao, Michael Aizenberg, Wendong Wang",2011-11-04,2014-05-02,2017-06-20,2017-06-20,https://patents.google.com/patent/US9683197B2/en,https://patentimages.storage.googleapis.com/c1/7e/3d/03d0ea796e7837/US09683197-20170620-D00000.png,
US-2021222164-A1,Crispr-cas systems having destabilization domain ,"The Broad Institute, Inc., Massachusetts Institute Of Technology, The Brigham And Women's Hospital, Inc.","Amit Choudhary, Basudeb Maji, Bernd Zetsche, Feng Zhang",2016-06-29,2017-06-29,2021-07-22,,https://patents.google.com/patent/US20210222164A1/en,https://patentimages.storage.googleapis.com/82/63/25/2feb538e988f74/US20210222164A1-20210722-D00000.png,
US-11531207-B2,"Devices, apparatus and method for providing photostimulation and imaging of structures ",The Trustees Of Columbia University In The City Of New York,"Volodymyr Nikolenko, Rafael Yuste, Brendon O. Watson, Darcy Peterka",2008-09-25,2017-12-18,2022-12-20,2022-12-20,https://patents.google.com/patent/US11531207B2/en,https://patentimages.storage.googleapis.com/12/73/2d/162e31a66c7bbd/US11531207-20221220-D00000.png,
US-10282588-B2,Image-based tumor phenotyping with machine learning from synthetic data ,Siemens Healthcare Gmbh,"Dorin Comaniciu, Ali Kamen, David Liu, Boris Mailhe, Tommaso Mansi",2016-06-09,2017-05-02,2019-05-07,2019-05-07,https://patents.google.com/patent/US10282588B2/en,https://patentimages.storage.googleapis.com/d2/b5/39/9f8ed72c1e7477/US10282588-20190507-D00000.png,
US-11033897-B2,Microfluidic device ,Ucl Business Plc,"Nicolas Szita, Marcel Reichen",2008-11-26,2015-05-06,2021-06-15,2021-06-15,https://patents.google.com/patent/US11033897B2/en,https://patentimages.storage.googleapis.com/5a/42/ef/1017a47b4b033d/US11033897-20210615-D00000.png,
US-10265705-B2,Apparatus for measurement of spinning forces relating to molecules ,President And Fellows Of Harvard College,"Wesley Philip Wong, Kenneth Anders Halvorsen",2008-12-02,2016-04-28,2019-04-23,2019-04-23,https://patents.google.com/patent/US10265705B2/en,https://patentimages.storage.googleapis.com/65/ca/bc/383e8fce6c7c28/US10265705-20190423-D00000.png,
JP-6866409-B2,Genetically modified major histocompatibility complex mice ,"リジェネロン・ファーマシューティカルズ・インコーポレイテッドＲｅｇｅｎｅｒｏｎ Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ， Ｉｎｃ．, リジェネロン・ファーマシューティカルズ・インコーポレイテッド","マクドナルド リン, マクドナルド リン, ジェイ． マーフィー アンドリュー, ジェイ．  マーフィー アンドリュー, ギュラー ケイガン, ギュラー ケイガン, ミクウィルター ジョン, ミクウィルター ジョン, ボロニナ ベラ, ボロニナ ベラ, ハリス フェイス, ハリス フェイス, スティーブンズ ショーン, スティーブンズ ショーン",2011-10-28,2019-02-06,2021-04-28,2021-04-28,https://patents.google.com/patent/JP6866409B2/en,https://patentimages.storage.googleapis.com/77/3e/5b/7bff2fa6c49499/0006866409-3.png,
